Year,Series,Team,Player,PTS_mean,PTS_std,PTS_CV,PTS_G
2005,2005_nba_finals_pistons_vs_spurs,SAS,Tony Massenburg,0.0,0.0,0.0,3
2004,2004_nba_finals_pistons_vs_lakers,LAL,Shaquille O'Neal,26.6,9.37,0.352,5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Kobe Bryant,22.6,8.019,0.355,5
2004,2004_nba_finals_pistons_vs_lakers,DET,Richard Hamilton,21.4,7.436,0.347,5
2004,2004_nba_finals_pistons_vs_lakers,DET,Chauncey Billups,21.0,4.848,0.231,5
2004,2004_nba_finals_pistons_vs_lakers,DET,Rasheed Wallace,13.0,8.337,0.641,5
2004,2004_nba_finals_pistons_vs_lakers,DET,Ben Wallace,10.8,4.438,0.411,5
2004,2004_nba_finals_pistons_vs_lakers,DET,Tayshaun Prince,10.0,4.796,0.48,5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Derek Fisher,6.4,3.362,0.525,5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Devean George,5.8,1.643,0.283,5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Karl Malone,5.0,2.944,0.589,4
2004,2004_nba_finals_pistons_vs_lakers,DET,Corliss Williamson,4.2,3.033,0.722,5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Gary Payton,4.2,2.683,0.639,5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Kareem Rush,3.6,3.507,0.974,5
2004,2004_nba_finals_pistons_vs_lakers,DET,Lindsey Hunter,3.6,1.517,0.421,5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Stanislav Medvedenko,3.6,3.782,1.05,5
2004,2004_nba_finals_pistons_vs_lakers,DET,Elden Campbell,3.4,2.408,0.708,5
2004,2004_nba_finals_pistons_vs_lakers,LAL,Luke Walton,3.25,2.986,0.919,4
2004,2004_nba_finals_pistons_vs_lakers,DET,Mehmet Okur,2.75,2.872,1.044,4
2004,2004_nba_finals_pistons_vs_lakers,LAL,Rick Fox,2.667,3.055,1.146,3
2004,2004_nba_finals_pistons_vs_lakers,LAL,Brian Cook,1.333,2.309,1.732,3
2004,2004_nba_finals_pistons_vs_lakers,DET,Mike James,0.8,1.789,2.236,5
2004,2004_nba_finals_pistons_vs_lakers,DET,Darvin Ham,0.5,1.0,2.0,4
2004,2004_nba_finals_pistons_vs_lakers,LAL,Bryon Russell,0.0,0.0,0.0,3
2004,2004_nba_finals_pistons_vs_lakers,DET,Darko Miličić,0.0,0.0,0.0,3
2003,2003_nba_finals_nets_vs_spurs,SAS,Tim Duncan,24.167,5.154,0.213,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Jason Kidd,19.667,8.501,0.432,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Kenyon Martin,14.667,8.091,0.552,6
2003,2003_nba_finals_nets_vs_spurs,SAS,Tony Parker,14.0,9.143,0.653,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Richard Jefferson,13.167,5.269,0.4,6
2003,2003_nba_finals_nets_vs_spurs,SAS,David Robinson,10.833,3.371,0.311,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Kerry Kittles,10.833,6.338,0.585,6
2003,2003_nba_finals_nets_vs_spurs,SAS,Stephen Jackson,10.333,5.428,0.525,6
2003,2003_nba_finals_nets_vs_spurs,SAS,Manu Ginóbili,8.667,2.944,0.34,6
2003,2003_nba_finals_nets_vs_spurs,SAS,Malik Rose,7.667,5.007,0.653,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Lucious Harris,6.5,5.468,0.841,6
2003,2003_nba_finals_nets_vs_spurs,SAS,Speedy Claxton,6.167,4.355,0.706,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Aaron Williams,5.6,3.286,0.587,5
2003,2003_nba_finals_nets_vs_spurs,NJN,Rodney Rogers,4.667,3.724,0.798,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Jason Collins,3.667,3.011,0.821,6
2003,2003_nba_finals_nets_vs_spurs,SAS,Bruce Bowen,3.333,2.16,0.648,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Dikembe Mutombo,2.333,1.966,0.843,6
2003,2003_nba_finals_nets_vs_spurs,NJN,Anthony Johnson,2.2,2.049,0.932,5
2003,2003_nba_finals_nets_vs_spurs,SAS,Steve Kerr,2.0,2.828,1.414,4
2003,2003_nba_finals_nets_vs_spurs,SAS,Kevin Willis,1.6,2.608,1.63,5
2003,2003_nba_finals_nets_vs_spurs,NJN,Brian Scalabrine,0.0,0.0,0.0,1
2003,2003_nba_finals_nets_vs_spurs,SAS,Danny Ferry,0.0,0.0,0.0,3
2003,2003_nba_finals_nets_vs_spurs,SAS,Steve Smith,0.0,0.0,0.0,1
2003,2003_nba_finals_nets_vs_spurs,NJN,Tamar Slay,0.0,0.0,0.0,1
2002,2002_nba_finals_nets_vs_lakers,LAL,Shaquille O'Neal,36.25,2.63,0.073,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Kobe Bryant,26.75,6.292,0.235,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Kenyon Martin,22.0,12.138,0.552,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Jason Kidd,20.75,7.411,0.357,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Derek Fisher,12.75,0.5,0.039,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Kerry Kittles,12.5,7.188,0.575,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Keith Van Horn,10.5,3.109,0.296,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Rick Fox,9.75,3.096,0.318,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Robert Horry,8.0,3.162,0.395,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Lucious Harris,7.75,9.605,1.239,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Todd MacCulloch,7.5,3.786,0.505,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Richard Jefferson,6.75,2.754,0.408,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Devean George,6.5,3.317,0.51,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Jason Collins,4.25,1.708,0.402,4
2002,2002_nba_finals_nets_vs_lakers,NJN,Aaron Williams,3.5,1.0,0.286,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Brian Shaw,3.5,2.646,0.756,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Mitch Richmond,2.0,0.0,0.0,1
2002,2002_nba_finals_nets_vs_lakers,NJN,Anthony Johnson,1.25,1.893,1.514,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Samaki Walker,1.0,1.155,1.155,4
2002,2002_nba_finals_nets_vs_lakers,LAL,Stanislav Medvedenko,1.0,1.414,1.414,2
2002,2002_nba_finals_nets_vs_lakers,LAL,Lindsey Hunter,0.667,1.155,1.732,3
2002,2002_nba_finals_nets_vs_lakers,NJN,Brian Scalabrine,0.0,0.0,0.0,1
2002,2002_nba_finals_nets_vs_lakers,NJN,Donny Marshall,0.0,0.0,0.0,2
2002,2002_nba_finals_nets_vs_lakers,LAL,Mark Madsen,0.0,0.0,0.0,1
2001,2001_nba_finals_76ers_vs_lakers,PHI,Allen Iverson,35.6,8.877,0.249,5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Shaquille O'Neal,33.0,6.557,0.199,5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Kobe Bryant,24.6,7.436,0.302,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Dikembe Mutombo,16.8,4.266,0.254,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Eric Snow,12.6,1.14,0.09,5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Derek Fisher,9.8,6.87,0.701,5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Rick Fox,9.8,9.203,0.939,5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Robert Horry,8.4,4.336,0.516,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Aaron McKie,8.0,3.742,0.468,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Tyrone Hill,6.6,6.693,1.014,5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Horace Grant,5.2,2.28,0.439,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Matt Geiger,5.2,3.033,0.583,5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Ron Harper,4.333,4.041,0.933,3
2001,2001_nba_finals_76ers_vs_lakers,LAL,Brian Shaw,3.6,2.702,0.751,5
2001,2001_nba_finals_76ers_vs_lakers,LAL,Tyronn Lue,3.6,2.51,0.697,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Raja Bell,2.6,1.949,0.75,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Todd MacCulloch,2.6,5.814,2.236,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Jumaine Jones,2.0,1.871,0.935,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,George Lynch,1.0,1.414,1.414,2
2001,2001_nba_finals_76ers_vs_lakers,PHI,Kevin Ollie,1.0,1.414,1.414,5
2001,2001_nba_finals_76ers_vs_lakers,PHI,Rodney Buford,0.667,1.155,1.732,3
2001,2001_nba_finals_76ers_vs_lakers,LAL,Mark Madsen,0.0,0.0,0.0,2
2000,2000_nba_finals_pacers_vs_lakers,LAL,Shaquille O'Neal,38.0,3.899,0.103,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Reggie Miller,24.333,10.013,0.412,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Jalen Rose,23.0,8.626,0.375,6
2000,2000_nba_finals_pacers_vs_lakers,LAL,Kobe Bryant,15.6,11.261,0.722,5
2000,2000_nba_finals_pacers_vs_lakers,IND,Austin Croshere,15.167,4.916,0.324,6
2000,2000_nba_finals_pacers_vs_lakers,LAL,Glen Rice,11.5,6.38,0.555,6
2000,2000_nba_finals_pacers_vs_lakers,LAL,Ron Harper,10.833,6.21,0.573,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Rik Smits,10.0,8.0,0.8,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Mark Jackson,9.667,4.412,0.456,6
2000,2000_nba_finals_pacers_vs_lakers,LAL,Robert Horry,9.167,4.07,0.444,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Dale Davis,8.667,6.25,0.721,6
2000,2000_nba_finals_pacers_vs_lakers,LAL,Rick Fox,6.667,3.266,0.49,6
2000,2000_nba_finals_pacers_vs_lakers,LAL,Derek Fisher,6.0,2.608,0.435,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Sam Perkins,6.0,2.28,0.38,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Travis Best,5.833,5.231,0.897,6
2000,2000_nba_finals_pacers_vs_lakers,LAL,A.C. Green,5.0,1.265,0.253,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Jonathan Bender,3.5,0.707,0.202,2
2000,2000_nba_finals_pacers_vs_lakers,LAL,Brian Shaw,3.0,2.449,0.816,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Derrick McKey,1.833,1.722,0.939,6
2000,2000_nba_finals_pacers_vs_lakers,IND,Chris Mullin,1.333,2.309,1.732,3
2000,2000_nba_finals_pacers_vs_lakers,LAL,Travis Knight,1.25,1.5,1.2,4
2000,2000_nba_finals_pacers_vs_lakers,LAL,Devean George,1.0,0.0,0.0,1
2000,2000_nba_finals_pacers_vs_lakers,LAL,John Salley,1.0,2.0,2.0,4
2000,2000_nba_finals_pacers_vs_lakers,IND,Žan Tabak,0.667,1.155,1.732,3
1999,1999_nba_finals_knicks_vs_spurs,SAS,Tim Duncan,27.4,5.128,0.187,5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Latrell Sprewell,26.0,5.788,0.223,5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Allan Houston,21.6,7.092,0.328,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,David Robinson,16.6,4.827,0.291,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Mario Elie,11.6,4.827,0.416,5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Marcus Camby,9.6,6.107,0.636,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Avery Johnson,9.2,3.033,0.33,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Sean Elliott,8.0,4.416,0.552,5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Larry Johnson,7.6,4.775,0.628,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Jaren Jackson,6.6,7.162,1.085,5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Charlie Ward,5.8,3.421,0.59,5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Kurt Thomas,5.6,4.506,0.805,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Antonio Daniels,2.5,3.786,1.514,4
1999,1999_nba_finals_knicks_vs_spurs,NYK,Chris Childs,2.4,1.673,0.697,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Steve Kerr,1.8,2.049,1.139,5
1999,1999_nba_finals_knicks_vs_spurs,NYK,Chris Dudley,1.2,1.095,0.913,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Malik Rose,1.2,0.837,0.697,5
1999,1999_nba_finals_knicks_vs_spurs,SAS,Jerome Kersey,1.0,1.414,1.414,2
1999,1999_nba_finals_knicks_vs_spurs,SAS,Gerard King,0.0,0.0,0.0,2
1999,1999_nba_finals_knicks_vs_spurs,NYK,Herb Williams,0.0,0.0,0.0,2
1999,1999_nba_finals_knicks_vs_spurs,NYK,Rick Brunson,0.0,0.0,0.0,1
1998,1998_nba_finals_bulls_vs_jazz,CHI,Michael Jordan,33.5,7.287,0.218,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Karl Malone,25.0,8.414,0.337,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Scottie Pippen,15.667,8.869,0.566,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Toni Kukoč,15.167,7.935,0.523,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Jeff Hornacek,10.667,6.377,0.598,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,John Stockton,9.667,7.554,0.781,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Bryon Russell,8.833,3.92,0.444,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Shandon Anderson,7.333,2.503,0.341,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Ron Harper,5.333,2.338,0.438,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Luc Longley,5.0,3.742,0.748,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Howard Eisley,4.667,4.179,0.896,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Chris Morris,4.333,2.875,0.664,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Antoine Carr,4.167,5.076,1.218,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Steve Kerr,3.833,3.125,0.815,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Scott Burrell,3.5,3.782,1.08,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Dennis Rodman,3.333,2.658,0.797,6
1998,1998_nba_finals_bulls_vs_jazz,UTA,Adam Keefe,2.8,2.28,0.814,5
1998,1998_nba_finals_bulls_vs_jazz,UTA,Greg Ostertag,2.2,2.864,1.302,5
1998,1998_nba_finals_bulls_vs_jazz,CHI,Bill Wennington,1.333,1.155,0.866,3
1998,1998_nba_finals_bulls_vs_jazz,UTA,Greg Foster,1.333,1.633,1.225,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Jud Buechler,1.333,2.422,1.817,6
1998,1998_nba_finals_bulls_vs_jazz,CHI,Dickey Simpkins,1.0,1.414,1.414,2
1998,1998_nba_finals_bulls_vs_jazz,CHI,Randy Brown,1.0,1.414,1.414,2
1998,1998_nba_finals_bulls_vs_jazz,UTA,Jacque Vaughn,0.0,0.0,0.0,1
1997,1997_nba_finals_jazz_vs_bulls,CHI,Michael Jordan,32.333,7.174,0.222,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Karl Malone,23.833,6.646,0.279,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Scottie Pippen,20.0,6.812,0.341,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,John Stockton,15.0,1.897,0.126,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Jeff Hornacek,12.0,5.933,0.494,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Bryon Russell,11.333,3.724,0.329,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Toni Kukoč,8.0,1.265,0.158,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Bison Dele,6.833,5.601,0.82,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Luc Longley,6.833,4.491,0.657,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Greg Foster,5.5,6.253,1.137,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Howard Eisley,5.333,2.338,0.438,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Ron Harper,4.833,4.167,0.862,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Greg Ostertag,4.333,4.546,1.049,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Steve Kerr,4.333,4.131,0.953,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Shandon Anderson,4.25,2.872,0.676,4
1997,1997_nba_finals_jazz_vs_bulls,UTA,Chris Morris,3.5,4.593,1.312,6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Antoine Carr,3.0,2.098,0.699,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Dennis Rodman,2.333,2.733,1.171,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Jud Buechler,1.667,1.366,0.82,6
1997,1997_nba_finals_jazz_vs_bulls,CHI,Randy Brown,0.8,1.789,2.236,5
1997,1997_nba_finals_jazz_vs_bulls,UTA,Adam Keefe,0.75,1.5,2.0,4
1997,1997_nba_finals_jazz_vs_bulls,CHI,Jason Caffey,0.0,0.0,0.0,5
1988,1988_nba_finals_pistons_vs_lakers,DET,Adrian Dantley,23.5,8.813,0.375,4
1988,1988_nba_finals_pistons_vs_lakers,LAL,Magic Johnson,23.0,4.082,0.177,4
1988,1988_nba_finals_pistons_vs_lakers,LAL,Byron Scott,20.0,5.598,0.28,4
1988,1988_nba_finals_pistons_vs_lakers,LAL,James Worthy,19.0,8.524,0.449,4
1988,1988_nba_finals_pistons_vs_lakers,DET,Isiah Thomas,17.5,7.937,0.454,4
1988,1988_nba_finals_pistons_vs_lakers,LAL,A.C. Green,12.75,5.679,0.445,4
1988,1988_nba_finals_pistons_vs_lakers,LAL,Kareem Abdul-Jabbar,12.0,2.944,0.245,4
1988,1988_nba_finals_pistons_vs_lakers,DET,Vinnie Johnson,11.5,5.26,0.457,4
1988,1988_nba_finals_pistons_vs_lakers,DET,Bill Laimbeer,11.25,1.258,0.112,4
1988,1988_nba_finals_pistons_vs_lakers,DET,Joe Dumars,8.5,2.082,0.245,4
1988,1988_nba_finals_pistons_vs_lakers,DET,Dennis Rodman,7.75,2.872,0.371,4
1988,1988_nba_finals_pistons_vs_lakers,DET,James Edwards,7.5,5.0,0.667,4
1988,1988_nba_finals_pistons_vs_lakers,LAL,Tony Campbell,6.0,0.0,0.0,1
1988,1988_nba_finals_pistons_vs_lakers,DET,John Salley,5.75,3.304,0.575,4
1988,1988_nba_finals_pistons_vs_lakers,DET,Rick Mahorn,4.75,5.62,1.183,4
1988,1988_nba_finals_pistons_vs_lakers,LAL,Mychal Thompson,4.0,1.633,0.408,4
1988,1988_nba_finals_pistons_vs_lakers,LAL,Michael Cooper,2.5,2.082,0.833,4
1988,1988_nba_finals_pistons_vs_lakers,DET,Chuck Nevitt,2.0,0.0,0.0,1
1988,1988_nba_finals_pistons_vs_lakers,LAL,Kurt Rambis,1.5,0.707,0.471,2
1988,1988_nba_finals_pistons_vs_lakers,LAL,Wes Matthews,1.333,2.309,1.732,3
1988,1988_nba_finals_pistons_vs_lakers,DET,Ralph Lewis,1.0,1.414,1.414,2
1988,1988_nba_finals_pistons_vs_lakers,DET,Walker Russell,1.0,1.414,1.414,2
1988,1988_nba_finals_pistons_vs_lakers,LAL,Mike Smrek,0.0,0.0,0.0,1
1988,1988_nba_finals_pistons_vs_lakers,LAL,Milt Wagner,0.0,0.0,0.0,1
1987,1987_nba_finals_celtics_vs_lakers,LAL,Magic Johnson,26.167,5.981,0.229,6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Larry Bird,24.167,5.913,0.245,6
1987,1987_nba_finals_celtics_vs_lakers,LAL,Kareem Abdul-Jabbar,21.667,6.947,0.321,6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Dennis Johnson,21.0,9.143,0.435,6
1987,1987_nba_finals_celtics_vs_lakers,LAL,James Worthy,20.667,7.659,0.371,6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Kevin McHale,20.5,3.271,0.16,6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Robert Parish,16.667,2.944,0.177,6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Danny Ainge,12.5,8.216,0.657,6
1987,1987_nba_finals_celtics_vs_lakers,LAL,Michael Cooper,12.0,5.254,0.438,6
1987,1987_nba_finals_celtics_vs_lakers,LAL,Byron Scott,11.833,8.11,0.685,6
1987,1987_nba_finals_celtics_vs_lakers,LAL,Mychal Thompson,11.167,6.145,0.55,6
1987,1987_nba_finals_celtics_vs_lakers,LAL,A.C. Green,7.833,3.601,0.46,6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Sam Vincent,4.75,4.573,0.963,4
1987,1987_nba_finals_celtics_vs_lakers,BOS,Darren Daye,4.5,2.168,0.482,6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Fred Roberts,4.4,6.693,1.521,5
1987,1987_nba_finals_celtics_vs_lakers,BOS,Conner Henry,2.5,3.786,1.514,4
1987,1987_nba_finals_celtics_vs_lakers,LAL,Kurt Rambis,1.833,3.125,1.705,6
1987,1987_nba_finals_celtics_vs_lakers,BOS,Jerry Sichting,1.333,1.033,0.775,6
1987,1987_nba_finals_celtics_vs_lakers,LAL,Adrian Branch,1.25,0.957,0.766,4
1987,1987_nba_finals_celtics_vs_lakers,LAL,Wes Matthews,1.25,1.893,1.514,4
1987,1987_nba_finals_celtics_vs_lakers,BOS,Bill Walton,1.2,1.095,0.913,5
1987,1987_nba_finals_celtics_vs_lakers,BOS,Greg Kite,0.833,0.983,1.18,6
1987,1987_nba_finals_celtics_vs_lakers,LAL,Mike Smrek,0.5,1.0,2.0,4
1986,1986_nba_finals_rockets_vs_celtics,BOS,Kevin McHale,25.833,5.231,0.203,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Hakeem Olajuwon,24.667,6.218,0.252,6
1986,1986_nba_finals_rockets_vs_celtics,BOS,Larry Bird,24.0,5.329,0.222,6
1986,1986_nba_finals_rockets_vs_celtics,BOS,Dennis Johnson,17.0,4.561,0.268,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Rodney McCray,15.333,3.67,0.239,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Ralph Sampson,14.833,9.131,0.616,6
1986,1986_nba_finals_rockets_vs_celtics,BOS,Danny Ainge,14.5,3.937,0.272,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Robert Reid,14.333,5.164,0.36,6
1986,1986_nba_finals_rockets_vs_celtics,BOS,Robert Parish,12.667,7.941,0.627,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Mitchell Wiggins,8.333,4.082,0.49,6
1986,1986_nba_finals_rockets_vs_celtics,BOS,Bill Walton,8.0,3.347,0.418,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Lewis Lloyd,7.667,4.633,0.604,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Allen Leavell,5.667,2.16,0.381,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Jim Petersen,5.167,3.125,0.605,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Craig Ehlo,3.0,2.0,0.667,4
1986,1986_nba_finals_rockets_vs_celtics,BOS,Jerry Sichting,3.0,3.95,1.317,6
1986,1986_nba_finals_rockets_vs_celtics,HOU,Steve Harris,3.0,3.464,1.155,4
1986,1986_nba_finals_rockets_vs_celtics,BOS,Rick Carlisle,2.0,2.0,1.0,3
1986,1986_nba_finals_rockets_vs_celtics,HOU,Hank McDowell,1.6,1.817,1.135,5
1986,1986_nba_finals_rockets_vs_celtics,HOU,Granville Waiters,1.0,2.0,2.0,4
1986,1986_nba_finals_rockets_vs_celtics,BOS,Greg Kite,1.0,1.673,1.673,6
1986,1986_nba_finals_rockets_vs_celtics,BOS,Sam Vincent,1.0,2.0,2.0,4
1986,1986_nba_finals_rockets_vs_celtics,BOS,David Thirdkill,0.6,0.894,1.491,5
1986,1986_nba_finals_rockets_vs_celtics,BOS,Scott Wedman,0.0,0.0,0.0,1
1985,1985_nba_finals_lakers_vs_celtics,BOS,Kevin McHale,26.0,6.164,0.237,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,Kareem Abdul-Jabbar,25.667,8.311,0.324,6
1985,1985_nba_finals_lakers_vs_celtics,BOS,Larry Bird,23.833,4.75,0.199,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,James Worthy,23.667,7.285,0.308,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,Magic Johnson,18.333,4.502,0.246,6
1985,1985_nba_finals_lakers_vs_celtics,BOS,Robert Parish,17.167,5.307,0.309,6
1985,1985_nba_finals_lakers_vs_celtics,BOS,Dennis Johnson,16.0,7.155,0.447,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,Byron Scott,11.167,4.119,0.369,6
1985,1985_nba_finals_lakers_vs_celtics,BOS,Danny Ainge,11.0,5.099,0.464,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,Michael Cooper,10.167,6.145,0.604,6
1985,1985_nba_finals_lakers_vs_celtics,BOS,Scott Wedman,9.333,8.756,0.938,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,Bob McAdoo,8.167,6.998,0.857,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,Kurt Rambis,7.5,3.017,0.402,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,Mitch Kupchak,5.167,1.941,0.376,6
1985,1985_nba_finals_lakers_vs_celtics,LAL,Mike McGee,4.75,6.602,1.39,4
1985,1985_nba_finals_lakers_vs_celtics,LAL,Larry Spriggs,3.5,3.416,0.976,4
1985,1985_nba_finals_lakers_vs_celtics,BOS,Ray Williams,3.5,1.915,0.547,4
1985,1985_nba_finals_lakers_vs_celtics,BOS,Quinn Buckner,3.0,2.582,0.861,4
1985,1985_nba_finals_lakers_vs_celtics,BOS,Cedric Maxwell,2.6,1.517,0.583,5
1985,1985_nba_finals_lakers_vs_celtics,BOS,M.L. Carr,2.333,2.082,0.892,3
1985,1985_nba_finals_lakers_vs_celtics,BOS,Carlos Clark,2.0,0.0,0.0,2
1985,1985_nba_finals_lakers_vs_celtics,BOS,Greg Kite,1.8,3.033,1.685,5
1985,1985_nba_finals_lakers_vs_celtics,LAL,Chuck Nevitt,1.0,0.0,0.0,1
1985,1985_nba_finals_lakers_vs_celtics,LAL,Ronnie Lester,1.0,1.414,1.414,2
1984,1984_nba_finals_lakers_vs_celtics,BOS,Larry Bird,27.429,4.467,0.163,7
1984,1984_nba_finals_lakers_vs_celtics,LAL,Kareem Abdul-Jabbar,26.571,5.533,0.208,7
1984,1984_nba_finals_lakers_vs_celtics,LAL,James Worthy,22.143,5.815,0.263,7
1984,1984_nba_finals_lakers_vs_celtics,LAL,Magic Johnson,18.0,5.447,0.303,7
