Year,Series,Team,Player,W_FG,W_FGA,W_3P,W_eFG%,L_FG,L_FGA,L_3P,L_eFG%,rel_WL_eFG%,W_G,L_G
1970,1970_nba_finals_lakers_vs_knicks,LAL,Mel Counts,2.0,5.0,0.0,0.4,3.0,9.0,0.0,0.333,0.067,1.0,2.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,John Tresvant,3.0,4.0,0.0,0.75,0.0,5.0,0.0,0.0,0.75,2.0,2.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,Bill Hosket,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.5,-0.5,1.0,1.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Willie McCarter,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
1970,1970_nba_finals_lakers_vs_knicks,NYK,John Warren,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,2.0,2.0
1970,1970_nba_finals_lakers_vs_knicks,LAL,Mike Lynn,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Jerry West,49.0,94.0,0.0,0.521,47.0,102.0,0.0,0.461,0.06,3.0,4.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,John Havlicek,39.0,88.0,0.0,0.443,35.0,74.0,0.0,0.473,-0.03,4.0,3.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,Larry Siegfried,23.0,60.0,0.0,0.383,13.0,32.0,0.0,0.406,-0.023,4.0,3.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,Sam Jones,26.0,54.0,0.0,0.481,30.0,65.0,0.0,0.462,0.019,4.0,3.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,Bailey Howell,15.0,51.0,0.0,0.294,16.0,42.0,0.0,0.381,-0.087,4.0,3.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Elgin Baylor,25.0,49.0,0.0,0.51,23.0,72.0,0.0,0.319,0.191,3.0,4.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,Em Bryant,18.0,47.0,0.0,0.383,13.0,30.0,0.0,0.433,-0.05,4.0,3.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Johnny Egan,22.0,45.0,0.0,0.489,17.0,45.0,0.0,0.378,0.111,3.0,4.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,Don Nelson,19.0,44.0,0.0,0.432,13.0,32.0,0.0,0.406,0.026,4.0,3.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,Bill Russell,12.0,39.0,0.0,0.308,13.0,24.0,0.0,0.542,-0.234,4.0,3.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Keith Erickson,11.0,27.0,0.0,0.407,17.0,42.0,0.0,0.405,0.002,3.0,4.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Wilt Chamberlain,12.0,26.0,0.0,0.462,17.0,32.0,0.0,0.531,-0.069,3.0,4.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Mel Counts,9.0,18.0,0.0,0.5,17.0,37.0,0.0,0.459,0.041,3.0,4.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Bill Hewitt,7.0,17.0,0.0,0.412,0.0,6.0,0.0,0.0,0.412,2.0,2.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,Tom Sanders,5.0,12.0,0.0,0.417,1.0,1.0,0.0,1.0,-0.583,3.0,2.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Tom Hawkins,3.0,9.0,0.0,0.333,5.0,15.0,0.0,0.333,0.0,3.0,4.0
1969,1969_nba_finals_celtics_vs_lakers,BOS,Don Chaney,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1969,1969_nba_finals_celtics_vs_lakers,LAL,Freddie Crawford,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0
